Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud,Nombre_Comercial
Arabica,bismarck castro,Honduras,comayagua,275,66 kg,Instituto Hondureño del Café,"May 11th, 2017",Caturra,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,7.75,84.0,0.1,0,Green,5,1500.0,Alta (Arabica),Heritage BIS
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"June 10th, 2015",Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,7.58,84.0,0.12,0,Green,7,520.2570240000001,Baja (Arabica),Mill JUA
Arabica,olam agro colombia,Colombia,huila,250,1 kg,Almacafé,"December 18th, 2014",Other,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,7.83,84.0,0.11,2,Green,7,1600.0,Alta (Arabica),Private Reserve OLA
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"August 8th, 2014",Bourbon,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,7.5,84.0,0.1,0,Green,1,371.61216,Baja (Arabica),Mill JUA
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"June 27th, 2014",Bourbon,Other,7.75,7.83,7.5,7.83,7.58,7.67,7.83,84.0,0.1,0,Green,0,371.61216,Baja (Arabica),Mill JUA
Arabica,olam agro colombia,Colombia,huila,250,1 kg,Almacafé,"May 27th, 2014",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,7.83,84.0,0.12,0,Green,0,1480.0,Media (Arabica),Private Reserve OLA
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"May 27th, 2014",Caturra,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,7.67,84.0,0.12,0,Green,0,1450.0,Media (Arabica),Heritage COM
Arabica,racafe & cia s.c.a,Colombia,huila,138,70 kg,Almacafé,"April 8th, 2014",Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,8.33,84.0,0.12,0,Green,3,1775.0,Alta (Arabica),Heritage RAC
Arabica,lusso lab,Ethiopia,sidamo,50,60 kg,Specialty Coffee Association,"January 17th, 2014",Other,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,7.83,84.0,0.09,4,Green,40,1550.0,Alta (Arabica),Mill LUS
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Specialty Coffee Association,"January 2nd, 2014",Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,7.92,84.0,0.1,0,Green,0,1260.0,Media (Arabica),Private Reserve IPA
Arabica,exportadora de cafe condor s.a,Colombia,cauca,270,70 kg,Almacafé,"June 21st, 2013",Caturra,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,7.67,84.0,0.11,0,Green,1,1700.0,Alta (Arabica),Heritage EXP
Arabica,ibero kenya limited,Kenya,Other,300,60 kg,Kenya Coffee Traders Association,"March 8th, 2013",Other,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,7.67,84.0,0.0,0,Green,2,1200.0,Media (Arabica),Heritage IBE
Arabica,doi tung development project,Thailand,thailand,2,1 kg,Specialty Coffee Association,"June 21st, 2012",Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.42,84.0,0.12,0,Green,0,800.0,Baja (Arabica),Origins DOI
Arabica,taylor winch (coffee) ltd.,Kenya,Other,150,9000 kg,Kenya Coffee Traders Association,"May 31st, 2012",SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,7.67,84.0,0.0,0,Blue-Green,0,1650.0,Alta (Arabica),Heritage TAY
Arabica,afca,Uganda,Other,320,60 kg,Africa Fine Coffee Association,"February 13th, 2012",Other,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,7.58,84.0,0.1,10,Green,26,1700.0,Alta (Arabica),Private Reserve AFC
Arabica,doi tung development project,Thailand,Other,1,60 kg,Specialty Coffee Association,"August 16th, 2011",Caturra,Washed / Wet,7.58,7.75,7.58,7.75,7.58,7.75,8.0,84.0,0.06,0,Blue-Green,0,800.0,Baja (Arabica),Origins DOI
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,8.5,83.92,0.0,0,Green,3,890.0,Baja (Arabica),Private Reserve IPA
Arabica,cafes tomari sa de cv,Mexico,veracruz,200,69 kg,Centro Agroecológico del Café A.C.,"July 3rd, 2017",Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,7.83,83.92,0.11,0,Green,5,1300.0,Media (Arabica),Select Harvest CAF
Arabica,sarawut premjit,Thailand,Other,45,40 kg,Specialty Coffee Association,"October 18th, 2016",Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,7.83,83.92,0.1,0,Blue-Green,1,1350.0,Media (Arabica),Select Harvest SAR
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,7.83,83.92,0.11,0,Green,7,934.0,Baja (Arabica),Private Reserve IPA
Arabica,"lin, che-hao krude 林哲豪",Taiwan,Other,20,50 kg,Specialty Coffee Association,"May 18th, 2016",Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,7.83,83.92,0.11,0,Green,3,1200.0,Media (Arabica),Heritage LIN
Arabica,carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,"February 11th, 2016",Caturra,Washed / Wet,7.75,7.67,7.5,7.75,7.83,7.75,7.67,83.92,0.11,1,Green,2,442.0,Baja (Arabica),Mill CAR
Arabica,almacafe,Colombia,Other,226,70 kg,Almacafé,"January 21st, 2016",Caturra,Washed / Wet,7.75,7.58,7.5,7.83,7.75,7.92,7.58,83.92,0.0,1,Green,5,1750.0,Alta (Arabica),Mill ALM
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,1,2 kg,Blossom Valley International,"November 7th, 2015",Typica,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,7.67,83.92,0.0,0,Blue-Green,0,750.0,Baja (Arabica),Select Harvest CQI
Arabica,federacion nacional de cafeteros,Colombia,huila,275,2 kg,Almacafé,"August 18th, 2015",Caturra,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,7.75,83.92,0.0,0,Green,0,1750.0,Alta (Arabica),Select Harvest FED
Arabica,federacion nacional de cafeteros,Colombia,huila,275,2 kg,Almacafé,"March 12th, 2015",Caturra,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,7.67,83.92,0.0,1,Green,1,1750.0,Alta (Arabica),Select Harvest FED
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"December 12th, 2014",Caturra,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,7.58,83.92,0.0,0,Green,1,1775.0,Alta (Arabica),Heritage RAC
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,10,60 kg,Blossom Valley International,"November 23rd, 2014",Typica,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,7.17,83.92,0.06,0,Green,0,950.0,Baja (Arabica),Select Harvest CQI
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"January 17th, 2014",Caturra,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,7.5,83.92,0.12,0,Green,3,1550.0,Alta (Arabica),Heritage COM
Arabica,oscar ortega carballo,Mexico,Other,48,1 kg,AMECAFE,"July 3rd, 2012",Typica,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,7.67,83.92,0.12,10,Blue-Green,32,900.0,Baja (Arabica),Mill OSC
Arabica,alfredo bojalil,Mexico,la concordia,250,1 kg,AMECAFE,"June 6th, 2012",Typica,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,7.83,83.92,0.11,0,Green,2,1500.0,Alta (Arabica),Origins ALF
Arabica,organizaciones de productores de cafe colimense,Mexico,Other,20,1 kg,AMECAFE,"April 2nd, 2012",Typica,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,7.75,83.92,0.0,0,Green,2,1400.0,Media (Arabica),Origins ORG
Arabica,carcafe ltda ci,Colombia,Other,275,70 kg,Almacafé,"June 30th, 2017",Caturra,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,7.75,83.83,0.0,1,Green,6,2527.0,Premium (Arabica),Mill CAR
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"March 14th, 2017",Caturra,Washed / Wet,7.83,7.67,7.5,7.75,7.75,7.75,7.58,83.83,0.0,1,Green,0,1750.0,Alta (Arabica),Heritage RAC
Arabica,"ceca, s.a.",Costa Rica,tarrazu,275,69 kg,Specialty Coffee Association of Costa Rica,"June 6th, 2016",Caturra,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,7.83,83.83,0.0,0,Blue-Green,0,1850.0,Premium (Arabica),Select Harvest CEC
Arabica,juan luis alvarado romero,Guatemala,antigua,100,69 kg,Asociacion Nacional Del Café,"May 23rd, 2016",Bourbon,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,7.67,83.83,0.11,0,Green,6,1500.0,Alta (Arabica),Mill JUA
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,167,30 kg,Blossom Valley International,"February 23rd, 2016",Typica,Washed / Wet,7.75,7.67,7.5,7.75,7.75,7.67,7.75,83.83,0.0,0,Green,0,1200.0,Media (Arabica),Select Harvest CQI
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,8.0,83.83,0.0,0,Green,0,1.0,Baja (Arabica),Private Reserve IPA
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",8,18 kg,Specialty Coffee Association,"April 30th, 2015",Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,7.83,83.83,0.0,0,Green,1,525.0,Baja (Arabica),Heritage LIN
Arabica,yasmin cofffee plantation plc,Ethiopia,Other,320,60 kg,METAD Agricultural Development plc,"March 31st, 2015",Other,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,7.75,83.83,0.12,0,Green,4,1676.5,Alta (Arabica),Mill YAS
Arabica,ipanema coffees,Brazil,south of minas,300,2 kg,Specialty Coffee Association,"October 16th, 2014",Bourbon,Semi-Washed / Semi-Pulped,7.67,7.67,7.58,7.5,7.83,8.17,8.08,83.83,0.0,0,Green,1,1200.0,Media (Arabica),Private Reserve IPA
Arabica,eric thormaehlen,Costa Rica,Other,250,1 kg,Specialty Coffee Association of Costa Rica,"June 9th, 2014",Catuai,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,7.67,83.83,0.1,0,Green,3,1300.0,Media (Arabica),Heritage ERI
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"May 22nd, 2014",Bourbon,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,7.75,83.83,0.1,0,Green,1,371.61216,Baja (Arabica),Mill JUA
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Specialty Coffee Association,"December 26th, 2013",Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,7.75,83.83,0.1,0,Green,0,1260.0,Media (Arabica),Private Reserve IPA
Arabica,garet alban,Other,Other,1,5 lbs,Specialty Coffee Association,"October 4th, 2013",Other,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,7.67,83.83,0.09,0,Blue-Green,0,800.0,Baja (Arabica),Heritage GAR
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"September 3rd, 2013",Caturra,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,7.92,83.83,0.11,0,Green,1,1750.0,Alta (Arabica),Heritage EXP
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"April 26th, 2013",Bourbon,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,7.67,83.83,0.11,0,Green,3,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,filemon mendoza campos,Mexico,Other,20,1 kg,AMECAFE,"July 26th, 2012",Bourbon,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,7.92,83.83,0.1,0,Green,2,1218.0,Media (Arabica),Private Reserve FIL
Arabica,alfredo bojalil,Mexico,"la concordia, chiapas",250,1 kg,AMECAFE,"June 6th, 2012",Pacas,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,7.83,83.83,0.11,0,Green,4,1300.0,Media (Arabica),Origins ALF
Arabica,jacques pereira carneiro,Brazil,Other,300,1 kg,NUCOFFEE,"December 21st, 2011",Yellow Bourbon,Semi-Washed / Semi-Pulped,7.83,7.83,7.58,7.67,7.5,7.58,7.83,83.83,0.12,0,Green,3,1250.0,Media (Arabica),Select Harvest JAC
Arabica,doi chaang coffee company,Thailand,Other,175,50 kg,Specialty Coffee Association,"September 20th, 2011",Caturra,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.58,7.5,83.83,0.02,0,Blue-Green,2,457.17585984,Baja (Arabica),Heritage DOI
Arabica,doi tung development project,Thailand,Other,1,60 kg,Specialty Coffee Association,"August 16th, 2011",Caturra,Washed / Wet,7.5,7.83,7.58,7.58,7.75,7.83,7.75,83.83,0.01,0,Blue-Green,0,800.0,Baja (Arabica),Origins DOI
Arabica,ethiopia commodity exchange,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,"June 17th, 2010",Other,Natural / Dry,7.58,7.83,7.58,8.0,7.83,7.5,7.5,83.83,0.1,0,Green,3,1800.0,Premium (Arabica),Select Harvest ETH
Arabica,kennedy macharia,Kenya,Other,200,60 kg,Kenya Coffee Traders Association,"January 11th, 2018",SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,7.83,83.75,0.11,0,Green,2,1800.0,Premium (Arabica),Select Harvest KEN
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,7.75,83.75,0.11,0,Green,5,890.0,Baja (Arabica),Private Reserve IPA
Arabica,carcafe ltda ci,Colombia,huila,275,70 kg,Almacafé,"September 28th, 2017",Caturra,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,7.75,83.75,0.11,0,Green,1,442.0,Baja (Arabica),Mill CAR
Arabica,"lin, che-hao krude 林哲豪",Taiwan,Other,10,10 kg,Specialty Coffee Association,"June 6th, 2017",Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,7.75,83.75,0.0,0,Green,0,750.0,Baja (Arabica),Heritage LIN
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"February 15th, 2017",Caturra,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,7.67,83.75,0.0,1,Green,4,1750.0,Alta (Arabica),Heritage RAC
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,7.75,83.75,0.1,0,Green,2,1650.0,Alta (Arabica),Private Reserve YUN
Arabica,carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,"November 27th, 2015",Caturra,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,7.75,83.75,0.0,0,Green,0,442.0,Baja (Arabica),Mill CAR
Arabica,nile highland arabica coffee farmers,Uganda,Other,320,60 kg,Uganda Coffee Development Authority,"June 30th, 2014",Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,7.67,83.75,0.12,0,Green,0,1400.0,Media (Arabica),Mill NIL
Arabica,german negron,Other,Other,18,5 lbs,Specialty Coffee Association,"June 9th, 2014",Other,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,7.75,83.75,0.12,0,Green,1,260.12851200000006,Baja (Arabica),Origins GER
Arabica,racafe & cia s.c.a,Colombia,huila,100,70 kg,Almacafé,"February 5th, 2014",Caturra,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,7.67,83.75,0.0,0,Green,5,1775.0,Alta (Arabica),Heritage RAC
Arabica,olam agro colombia,Colombia,huila,250,70 kg,Almacafé,"January 24th, 2014",Other,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,7.5,83.75,0.0,0,Green,3,1550.0,Alta (Arabica),Private Reserve OLA
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"November 22nd, 2013",Caturra,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,7.75,83.75,0.0,0,Blue-Green,1,1750.0,Alta (Arabica),Heritage EXP
Arabica,exportadora de cafe condor s.a,Colombia,huila,275,70 kg,Almacafé,"August 27th, 2013",Caturra,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,7.58,83.75,0.11,0,Green,3,1750.0,Alta (Arabica),Heritage EXP
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,12,100 lbs,Specialty Coffee Association,"May 2nd, 2013",Hawaiian Kona,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,7.75,83.75,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON
Arabica,saul m. hernandez ramirez,Mexico,Other,10,1 kg,AMECAFE,"September 27th, 2012",Caturra,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,7.83,83.75,0.13,5,Green,5,700.0,Baja (Arabica),Origins SAU
Arabica,the coffee source inc.,Guatemala,Other,250,3 lbs,Specialty Coffee Association,"May 24th, 2012",Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,7.75,83.75,0.11,0,Blue-Green,1,1300.0,Media (Arabica),Origins THE
Arabica,carcafe ltda ci,Colombia,cauca,275,70 kg,Almacafé,"April 20th, 2011",Caturra,Washed / Wet,7.83,7.83,7.58,7.33,7.42,7.67,8.08,83.75,0.1,0,Green,1,1600.0,Alta (Arabica),Mill CAR
Arabica,exportadora de cafe condor s.a,Colombia,cundinamarca,250,70 kg,Almacafé,"February 9th, 2011",Caturra,Washed / Wet,7.75,7.67,7.25,7.25,7.58,8.5,7.75,83.75,0.06,0,Green,1,1600.0,Alta (Arabica),Heritage EXP
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,4,1,Specialty Coffee Association,"June 29th, 2010",Hawaiian Kona,Natural / Dry,7.83,7.67,7.75,7.67,7.58,7.5,7.75,83.75,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,7.83,83.67,0.11,0,Green,2,890.0,Baja (Arabica),Private Reserve IPA
Arabica,kennedy macharia,Kenya,Other,200,60 kg,Kenya Coffee Traders Association,"September 1st, 2017",SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,7.75,83.67,0.11,0,Blue-Green,0,1700.0,Alta (Arabica),Select Harvest KEN
Arabica,bismarck castro,Honduras,comayagua,285,69 kg,Instituto Hondureño del Café,"May 11th, 2017",Caturra,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,7.33,83.67,0.1,0,Green,2,1400.0,Media (Arabica),Heritage BIS
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,jinotega,275,69 kg,Instituto Hondureño del Café,"May 11th, 2017",Caturra,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,7.5,83.67,0.1,0,Green,3,1250.0,Media (Arabica),Private Reserve COM
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,7.83,83.67,0.11,0,Green,3,934.0,Baja (Arabica),Private Reserve IPA
Arabica,"lin, che-hao krude 林哲豪",Taiwan,Other,20,50 kg,Specialty Coffee Association,"May 18th, 2016",Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,7.75,83.67,0.1,0,Blue-Green,0,1200.0,Media (Arabica),Heritage LIN
Arabica,"ceca, s.a.",Costa Rica,Other,275,69 kg,Specialty Coffee Association of Costa Rica,"March 14th, 2016",Caturra,Washed / Wet,7.33,7.67,7.67,7.5,7.67,7.5,8.33,83.67,0.11,0,Blue-Green,1,1350.0,Media (Arabica),Select Harvest CEC
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,7.75,83.67,0.12,0,Blue-Green,0,800.0,Baja (Arabica),Origins DOI
Arabica,rob stephen,Colombia,huila,100,2 lbs,Specialty Coffee Association,"November 21st, 2014",Caturra,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,7.83,83.67,0.11,0,Green,4,1625.0,Alta (Arabica),Heritage ROB
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"February 27th, 2014",Bourbon,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,7.5,83.67,0.1,0,Green,0,413.5114310400001,Baja (Arabica),Mill JUA
Arabica,exportadora de cafe condor s.a,Colombia,Other,250,70 kg,Almacafé,"October 29th, 2013",Caturra,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,7.58,83.67,0.0,0,Green,3,1750.0,Alta (Arabica),Heritage EXP
Arabica,racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,"August 16th, 2013",Caturra,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,7.92,83.67,0.0,0,Green,1,1900.0,Premium (Arabica),Heritage RAC
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"May 30th, 2013",Bourbon,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,7.5,83.67,0.12,1,Green,3,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"February 26th, 2013",Bourbon,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,7.67,83.67,0.11,0,Green,2,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"November 22nd, 2012",Caturra,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,7.83,83.67,0.11,0,Green,1,1750.0,Alta (Arabica),Heritage EXP
Arabica,the coffee source inc.,Guatemala,oriente,250,1 kg,Specialty Coffee Association,"August 23rd, 2012",Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,8.0,83.67,0.11,0,Green,1,1450.0,Media (Arabica),Origins THE
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"July 9th, 2012",Bourbon,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,7.5,83.67,0.11,0,Green,13,399.4830720000001,Baja (Arabica),Mill JUA
Arabica,juan luis ortega carballo,Mexico,Other,48,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,7.58,83.67,0.12,4,Green,11,1100.0,Media (Arabica),Private Reserve JUA
Arabica,ekai international company ltd.,Indonesia,Other,10,60 kg,Specialty Coffee Association of Indonesia,"May 23rd, 2012",Typica,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,7.58,83.67,0.12,0,Green,0,1400.0,Media (Arabica),Select Harvest EKA
Arabica,juan luis alvarado romero,Guatemala,Other,250,69 kg,Asociacion Nacional Del Café,"April 30th, 2012",Caturra,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,7.83,83.67,0.1,0,Green,0,464.5152000000001,Baja (Arabica),Mill JUA
Arabica,kona pacific farmers cooperative,United States (Hawaii),Other,3,100 lbs,Specialty Coffee Association,"April 21st, 2011",Hawaiian Kona,Natural / Dry,7.75,8.0,7.92,8.08,7.75,8.0,8.17,83.67,0.0,0,Blue-Green,0,157.93516800000003,Baja (Arabica),Private Reserve KON
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"October 20th, 2017",Bourbon,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,7.92,83.58,0.11,0,Green,5,890.0,Baja (Arabica),Private Reserve IPA
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"July 5th, 2016",Caturra,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,7.58,83.58,0.11,0,Green,0,343.92705408,Baja (Arabica),Mill JUA
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"April 15th, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,7.67,83.58,0.11,0,Green,4,1750.0,Alta (Arabica),Heritage RAC
Arabica,yunnan coffee exchange,China,yunnan,3,60 kg,Yunnan Coffee Exchange,"April 6th, 2016",Catimor,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,7.75,83.58,0.1,0,Green,4,1100.0,Media (Arabica),Private Reserve YUN
Arabica,racafe & cia s.c.a,Colombia,huila,275,70 kg,Almacafé,"November 19th, 2015",Caturra,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,7.58,83.58,0.12,0,Green,3,1775.0,Alta (Arabica),Heritage RAC
Arabica,andreas kussmaul,Mexico,Other,275,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,"May 12th, 2015",Caturra,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,7.75,83.58,0.12,1,Green,13,1200.0,Media (Arabica),Private Reserve AND
Arabica,essencecoffee,Ethiopia,Other,250,60 kg,Blossom Valley International,"March 25th, 2015",Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,7.75,83.58,0.0,0,Green,7,1850.0,Premium (Arabica),Private Reserve ESS
Arabica,bulamburi coffee farmers association,Uganda,Other,100,60 kg,Uganda Coffee Development Authority,"June 27th, 2014",SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,7.67,83.58,0.12,0,Green,5,1800.0,Premium (Arabica),Origins BUL
Arabica,compañia colombiana agroindustrial s.a,Colombia,cundinamarca,250,70 kg,Almacafé,"June 24th, 2014",Caturra,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,7.67,83.58,0.0,0,Green,0,1600.0,Alta (Arabica),Heritage COM
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"March 13th, 2014",Caturra,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,7.67,83.58,0.12,0,Green,1,1550.0,Alta (Arabica),Heritage COM
Arabica,compañia colombiana agroindustrial s.a,Colombia,santander,250,70 kg,Almacafé,"March 21st, 2014",Caturra,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,7.58,83.58,0.0,0,Green,0,1550.0,Alta (Arabica),Heritage COM
