Species,Owner,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Color,Category.Two.Defects,altitude_mean_meters,categoria_altitud
Arabica,rodrigo soto,Costa Rica,tarrazu,130,69 kg,Specialty Coffee Association of Costa Rica,"May 17th, 2016",Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,7.33,82.33,0.0,0,Green,0,1550.0,Alta (Arabica)
Arabica,yunnan coffee exchange,China,xishuangbanna prefecture,3,60 kg,Yunnan Coffee Exchange,"April 5th, 2016",Catimor,Pulped Natural / Honey,7.5,7.58,7.42,7.5,7.42,7.42,7.5,82.33,0.12,0,Green,2,1580.0,Alta (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,12,2 kg,Specialty Coffee Association,"October 8th, 2015",Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,7.75,82.33,0.07,0,Green,0,1268.0,Media (Arabica)
Arabica,bourbon specialty coffees,Brazil,chapadão de ferro (cerrado mineiro),300,60 kg,Brazil Specialty Coffee Association,"April 20th, 2015",Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,7.42,82.33,0.11,0,Green,10,1000.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,huehuetenango,275,69 kg,Asociacion Nacional Del Café,"March 10th, 2015",Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,7.42,82.33,0.1,0,Green,6,510.96672000000007,Baja (Arabica)
Arabica,afca,Malawi,mzuzu,10,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,7.58,82.33,0.12,0,Green,0,1450.0,Media (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,10,2 kg,Specialty Coffee Association,"October 15th, 2014",Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,8.0,82.33,0.11,0,Blue-Green,0,1100.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,"June 10th, 2014",Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,7.42,82.33,0.12,0,Green,3,464.51520000000005,Baja (Arabica)
Arabica,dane loraas,Mexico,veracruz,320,5 lbs,Specialty Coffee Association,"April 2nd, 2014",Typica,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,7.5,82.33,0.11,0,Green,0,1250.0,Media (Arabica)
Arabica,the coffee source inc.,Colombia,antioquia,250,3 kg,Specialty Coffee Association of Costa Rica,"January 21st, 2014",Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,7.5,82.33,0.1,0,Green,2,1300.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,changhua baguashan 彰化市八卦山,10,20 kg,Blossom Valley International,"December 26th, 2013",Typica,Semi-Washed / Semi-Pulped,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,0,Green,0,200.0,Baja (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,taichung xinshe 台中市新社區,10,30 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,7.33,82.33,0.11,0,Green,0,600.0,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,"July 16th, 2013",Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,7.25,82.33,0.12,2,Green,1,399.48307200000005,Baja (Arabica)
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"June 21st, 2013",Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,7.33,82.33,0.0,0,Green,1,1750.0,Alta (Arabica)
Arabica,alfredo bojalil,Mexico,"la concordia, chiapas",250,1 kg,AMECAFE,"March 15th, 2013",Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,7.42,82.33,0.12,0,Green,3,1300.0,Media (Arabica)
Arabica,michael gavina,Costa Rica,central valley,275,1 kg,Specialty Coffee Association,"October 9th, 2012",Caturra,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,7.67,82.33,0.0,0,Green,14,1300.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,jalapa,275,69 kg,Asociacion Nacional Del Café,"October 5th, 2012",Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,7.33,82.33,0.11,0,Green,3,534.19248,Baja (Arabica)
Arabica,saul m. hernandez ramirez,Mexico,"jaltocan, hidalgo",10,1 kg,AMECAFE,"September 27th, 2012",Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,7.58,82.33,0.15,1,Green,8,441.0,Baja (Arabica)
Arabica,manuel herrera juarez,Mexico,veracruz,10,1 kg,AMECAFE,"August 31st, 2012",Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,7.0,82.33,0.13,0,Green,9,1170.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,"May 23rd, 2012",Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,7.5,82.33,0.1,2,Green,5,399.48307200000005,Baja (Arabica)
Arabica,nucoffee,Brazil,grama valley,16,60 kg,NUCOFFEE,"April 11th, 2012",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,7.42,82.33,0.12,0,Green,2,1100.0,Media (Arabica)
Arabica,maria luisa del carmen rojas narvaez,Mexico,santa catarina juquila,10,1 kg,AMECAFE,"March 5th, 2012",Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,7.83,82.33,0.11,0,Green,0,1300.0,Media (Arabica)
Arabica,nucoffee,Brazil,south of minas,44,60 kg,NUCOFFEE,"February 17th, 2012",Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,7.42,82.33,0.11,0,Green,2,950.0,Baja (Arabica)
Arabica,carcafe ltda ci,Colombia,huila,250,70 kg,Almacafé,"January 31st, 2012",Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,7.33,82.33,0.0,0,Green,0,442.0,Baja (Arabica)
Arabica,klem organics,Brazil,brazil matas de minas,1062,5 kg,Specialty Coffee Association,"November 15th, 2017",Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,7.5,82.25,0.09,2,Green,10,1100.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,Other,1,10 kg,Blossom Valley International,"February 13th, 2017",Typica,Washed / Wet,7.0,7.08,7.0,7.17,7.0,7.0,10.0,82.25,0.1,0,Blue-Green,0,750.0,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,nuevo oriente,275,69 kg,Asociacion Nacional Del Café,"August 31st, 2016",Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,7.33,82.25,0.11,0,Green,2,1450.0,Media (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,180,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,7.67,82.25,0.0,0,Green,9,1.0,Baja (Arabica)
Arabica,consejo salvadoreño del café,El Salvador,apaneca,275,1 kg,Salvadoran Coffee Council,"July 8th, 2015",Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,7.58,82.25,0.12,0,Green,0,1500.0,Alta (Arabica)
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"April 15th, 2015",Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,7.33,82.25,0.11,0,Green,2,1350.0,Media (Arabica)
Arabica,afca,Malawi,mzuzu,10,60 kg,Africa Fine Coffee Association,"November 4th, 2014",Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,7.42,82.25,0.13,0,Blue-Green,0,1180.0,Media (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Specialty Coffee Association,"October 16th, 2014",Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,7.42,82.25,0.11,0,Green,0,1100.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,nantou,35,60 kg,Blossom Valley International,"December 26th, 2013",Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,7.25,82.25,0.11,0,Green,0,650.0,Baja (Arabica)
Arabica,jesus carlos cardenas valdivia,Mexico,veracruz,150,1 kg,AMECAFE,"July 19th, 2013",Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,7.42,82.25,0.12,0,Blue-Green,4,1338.0,Media (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,6,100 lbs,Specialty Coffee Association,"May 3rd, 2013",Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,7.42,82.25,0.0,0,Blue-Green,1,157.93516800000003,Baja (Arabica)
Arabica,saul m. hernandez ramirez,Mexico,"calnali, hidalgo",10,1 kg,AMECAFE,"September 27th, 2012",Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,7.58,82.25,0.16,3,Green,8,533.0,Baja (Arabica)
Arabica,juan luis alvarado romero,Guatemala,antigua,275,69 kg,Asociacion Nacional Del Café,"September 19th, 2012",Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,7.33,82.25,0.11,0,Green,2,423.91657152000005,Baja (Arabica)
Arabica,manuel herrera juarez,Mexico,veracruz,10,1 kg,AMECAFE,"August 31st, 2012",Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,7.33,82.25,0.13,0,Green,3,1170.0,Media (Arabica)
Arabica,guillermo rojas saldana,Mexico,juquila,40,1 kg,AMECAFE,"August 30th, 2012",Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,7.33,82.25,0.12,0,Green,13,1250.0,Media (Arabica)
Arabica,adam kline,El Salvador,Other,288,1 kg,Specialty Coffee Association,"August 21st, 2012",Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,7.33,82.25,0.0,2,Green,5,1350.0,Media (Arabica)
Arabica,sergio de la vequia bernardi,Mexico,veracruz,250,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,7.42,82.25,0.11,0,Green,0,1100.0,Media (Arabica)
Arabica,organizaciones de productores de cafe colimense,Mexico,canoas,250,1 kg,AMECAFE,"April 2nd, 2012",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,7.42,82.25,0.1,0,Green,3,900.0,Baja (Arabica)
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"February 22nd, 2012",Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,7.42,82.25,0.12,0,Green,1,1750.0,Alta (Arabica)
Arabica,racafe & cia s.c.a,Colombia,huila,100,70 kg,Almacafé,"February 9th, 2012",Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,7.58,82.25,0.11,0,Green,0,1775.0,Alta (Arabica)
Arabica,nucoffee,Brazil,Other,84,60 kg,NUCOFFEE,"January 23rd, 2012",Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,7.5,82.25,0.12,0,Green,1,1000.0,Media (Arabica)
Arabica,racafe & cia s.c.a,Colombia,cauca,149,70 kg,Almacafé,"March 1st, 2011",Caturra,Washed / Wet,7.17,7.25,7.58,7.25,7.58,7.67,7.75,82.25,0.22,0,Green,2,1750.0,Alta (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,7.5,82.17,0.11,0,Green,5,934.0,Baja (Arabica)
Arabica,bismarck castro,Honduras,comayagua,200,69 kg,Instituto Hondureño del Café,"June 9th, 2016",Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,7.58,82.17,0.11,0,Blue-Green,2,1500.0,Alta (Arabica)
Arabica,"bencafe, s. a.",Nicaragua,jinotega,275,69 kg,Instituto Hondureño del Café,"March 15th, 2016",Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,7.5,82.17,0.1,0,Green,1,1000.0,Media (Arabica)
Arabica,langiro farm group,"Tanzania, United Republic Of",ruvuma,30,80 kg,Africa Fine Coffee Association,"November 16th, 2015",Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,7.5,82.17,0.13,1,Green,6,1650.0,Alta (Arabica)
Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",northern,300,60 kg,Tanzanian Coffee Board,"October 20th, 2015",Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,7.58,82.17,0.12,0,Green,1,1600.0,Alta (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,7.58,82.17,0.0,0,Green,1,1.0,Baja (Arabica)
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 9th, 2015",Caturra,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,7.5,82.17,0.12,0,Blue-Green,0,800.0,Baja (Arabica)
Arabica,cadexsa,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,"April 15th, 2015",Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,7.33,82.17,0.11,0,Green,2,1350.0,Media (Arabica)
Arabica,essencecoffee,Guatemala,atitlan,250,69 kg,Blossom Valley International,"March 21st, 2015",Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,7.42,82.17,0.09,0,Blue-Green,4,1500.0,Alta (Arabica)
Arabica,bourbon specialty coffees,Brazil,cerrado,300,60 kg,Brazil Specialty Coffee Association,"January 15th, 2015",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,7.5,82.17,0.12,0,Green,1,1000.0,Media (Arabica)
Arabica,tembo coffee company ltd,"Tanzania, United Republic Of","ilomba vilage, mbozi",10,60 kg,Africa Fine Coffee Association,"December 15th, 2014",Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,7.25,82.17,0.12,0,Green,1,1700.0,Alta (Arabica)
Arabica,j.andrade,Mexico,veracruz,200,1 kg,AMECAFE,"July 15th, 2014",Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,7.33,82.17,0.12,0,Green,0,1100.0,Media (Arabica)
Arabica,lusso lab,Mexico,"la concordia, chiapas",2,2 kg,Specialty Coffee Association,"April 10th, 2014",Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,7.5,82.17,0.1,1,Green,1,1400.0,Media (Arabica)
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,yunlin 雲林縣石壁,60,60 kg,Blossom Valley International,"December 26th, 2013",Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,7.17,82.17,0.11,0,Green,0,1200.0,Media (Arabica)
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",80,10 kg,Specialty Coffee Association,"May 29th, 2013",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,7.58,82.17,0.0,0,Green,0,800.0,Baja (Arabica)
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"March 20th, 2013",Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,7.5,82.17,0.0,0,Blue-Green,1,1750.0,Alta (Arabica)
Arabica,saul m. hernandez ramirez,Mexico,san bartolo tutotepec,10,1 kg,AMECAFE,"September 27th, 2012",Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,7.67,82.17,0.15,1,Green,9,1144.0,Media (Arabica)
Arabica,the coffee source inc.,Guatemala,oriente,250,1 kg,Specialty Coffee Association,"August 2nd, 2012",Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,7.17,82.17,0.12,0,Green,2,1350.0,Media (Arabica)
Arabica,salvador caro carrion,Mexico,altotonga,200,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,7.5,82.17,0.12,0,Green,4,1000.0,Media (Arabica)
Arabica,organizaciones de productores de cafe colimense,Mexico,colima,60,1 kg,AMECAFE,"July 2nd, 2012",Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,7.58,82.17,0.1,0,Green,1,1200.0,Media (Arabica)
Arabica,exportadora de cafe condor s.a,Colombia,huila,250,70 kg,Almacafé,"February 9th, 2011",Caturra,Washed / Wet,7.58,7.67,7.42,7.17,7.17,7.75,7.42,82.17,0.08,0,Green,0,1800.0,Premium (Arabica)
Arabica,sanjava coffee,Indonesia,aceh gayo,2,1 kg,Specialty Coffee Association of Indonesia,"August 3rd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,7.33,82.08,0.15,0,Blue-Green,3,1300.0,Media (Arabica)
Arabica,raúl vargas,Colombia,huila,275,70 kg,Almacafé,"February 20th, 2017",Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,7.58,82.08,0.0,0,Green,6,1750.0,Alta (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,320,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,7.5,82.08,0.11,0,Green,3,894.0,Baja (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,320,2 kg,Brazil Specialty Coffee Association,"October 8th, 2015",Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,7.25,82.08,0.0,0,Green,1,1.0,Baja (Arabica)
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,tres rios,275,350 kg,Specialty Coffee Association of Costa Rica,"April 10th, 2015",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,7.67,82.08,0.0,0,Blue-Green,0,1300.0,Media (Arabica)
Arabica,balam hinyula,"Tanzania, United Republic Of",kilimanjaro,300,2 kg,Tanzanian Coffee Board,"March 25th, 2015",Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,7.42,82.08,0.12,0,Green,5,1500.0,Alta (Arabica)
Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of",ngorogoro,1,60 kg,Africa Fine Coffee Association,"January 8th, 2015",Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,7.5,82.08,0.12,0,Green,3,1600.0,Alta (Arabica)
Arabica,cafe politico,Colombia,Other,1,5 lbs,Specialty Coffee Association,"September 12th, 2014",Caturra,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,7.25,82.08,0.11,1,Green,0,1750.0,Alta (Arabica)
Arabica,"ceca, s.a.",Costa Rica,turrialba,150,69 kg,Specialty Coffee Association of Costa Rica,"March 21st, 2014",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,7.33,82.08,0.11,0,Green,2,13.0,Baja (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,4,100 lbs,Specialty Coffee Association,"November 26th, 2012",Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,7.5,82.08,0.11,0,Blue-Green,0,157.93516800000003,Baja (Arabica)
Arabica,"el equimite, cafetal biodinámico",Mexico,coatepec,35,1 kg,AMECAFE,"September 10th, 2012",Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,7.42,82.08,0.13,0,Green,7,1300.0,Media (Arabica)
Arabica,julio perez hernandez,Mexico,tapachula,250,1 kg,AMECAFE,"August 30th, 2012",Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,7.5,82.08,0.13,3,Green,13,1800.0,Premium (Arabica)
Arabica,rosa aurora falcon fernandez,Mexico,coatepec,15,1 kg,AMECAFE,"July 26th, 2012",Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,7.33,82.08,0.11,0,Green,11,1250.0,Media (Arabica)
Arabica,royal base corporation,Vietnam,don duong,1,2 kg,Specialty Coffee Association,"July 23rd, 2012",Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,7.42,82.08,0.12,0,Green,2,1040.0,Media (Arabica)
Arabica,sergio de la vequia bernardi,Mexico,veracruz,250,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,7.33,82.08,0.11,0,Green,1,1250.0,Media (Arabica)
Arabica,kona pacific farmers cooperative,United States (Hawaii),kona,10,100 lbs,Specialty Coffee Association,"February 23rd, 2012",Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,7.42,82.08,0.1,0,Green,2,157.93516800000003,Baja (Arabica)
Arabica,carcafe ltda ci,Colombia,cauca,275,70 kg,Almacafé,"April 18th, 2011",Caturra,Washed / Wet,7.67,7.42,7.67,7.33,7.25,7.58,7.17,82.08,0.08,1,Green,5,1600.0,Alta (Arabica)
Arabica,bismarck castro,Honduras,el paraíso,275,69 kg,Instituto Hondureño del Café,"June 1st, 2017",Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,7.42,82.0,0.12,0,Green,1,1600.0,Alta (Arabica)
Arabica,bismarck castro,Honduras,guinope el paraíso,275,69 kg,Instituto Hondureño del Café,"April 6th, 2017",Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,7.5,82.0,0.1,0,Green,7,1600.0,Alta (Arabica)
Arabica,ipanema coffees,Brazil,south of minas,230,60 kg,Brazil Specialty Coffee Association,"August 16th, 2016",Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,7.5,82.0,0.11,0,Green,3,944.0,Baja (Arabica)
Arabica,didas,"Tanzania, United Republic Of",kilimanjaro,2,80 kg,Africa Fine Coffee Association,"November 16th, 2015",Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,7.42,82.0,0.13,0,Green,20,1650.0,Alta (Arabica)
Arabica,minwook ku,Laos,lao p.d.r.,1,2 kg,Specialty Coffee Institute of Asia,"November 5th, 2015",Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,7.5,82.0,0.12,0,Blue-Green,0,1250.0,Media (Arabica)
Arabica,finca estate,"Tanzania, United Republic Of",meru,1,60 kg,Africa Fine Coffee Association,"December 18th, 2014",Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,7.5,82.0,0.12,0,Green,3,1350.0,Media (Arabica)
Arabica,afca,Malawi,mzuzu,16,60 kg,Africa Fine Coffee Association,"October 31st, 2014",Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,7.33,82.0,0.13,0,Blue-Green,1,2500.0,Premium (Arabica)
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",50,20 kg,Specialty Coffee Association,"July 22nd, 2014",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,7.75,82.0,0.09,0,Green,0,600.0,Baja (Arabica)
Arabica,doi tung development project,Thailand,thailand,1,1 kg,Specialty Coffee Association,"June 20th, 2014",Caturra,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,7.33,82.0,0.11,0,Green,0,800.0,Baja (Arabica)
Arabica,eric thormaehlen,Costa Rica,central valley,250,1 kg,Specialty Coffee Association of Costa Rica,"June 9th, 2014",Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,7.33,82.0,0.1,0,Green,4,1300.0,Media (Arabica)
Arabica,beneficio santa rosa,Honduras,occidental,275,69 kg,Instituto Hondureño del Café,"April 30th, 2014",Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,7.17,82.0,0.11,0,Green,5,1400.0,Media (Arabica)
Arabica,racafe & cia s.c.a,Colombia,huila,250,70 kg,Almacafé,"September 13th, 2013",Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,7.17,82.0,0.11,0,Green,1,1900.0,Premium (Arabica)
Arabica,"lin, che-hao krude 林哲豪",Taiwan,"dongshan dist., tainan city 臺南市東山區",30,10 kg,Specialty Coffee Association,"June 3rd, 2013",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,7.42,82.0,0.12,0,Blue-Green,0,650.0,Baja (Arabica)
Arabica,owen carver,Brazil,"minas gerais, br",1,2 kg,Specialty Coffee Association,"May 21st, 2013",Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,7.67,82.0,0.11,0,Blue-Green,0,1038.5,Media (Arabica)
Arabica,jorge octavio escamilla prado,Mexico,coscomatepec,15,1 kg,AMECAFE,"July 11th, 2012",Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,7.42,82.0,0.12,0,Green,1,940.0,Baja (Arabica)
Arabica,nucoffee,Brazil,south of minas,50,60 kg,NUCOFFEE,"June 4th, 2012",Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,7.42,82.0,0.12,0,Green,1,1000.0,Media (Arabica)
Arabica,nucoffee,Brazil,cerrado,75,60 kg,NUCOFFEE,"April 11th, 2012",Catuai,Semi-Washed / Semi-Pulped,7.42,7.5,7.25,7.5,7.5,7.42,7.42,82.0,0.11,0,Blue-Green,1,1050.0,Media (Arabica)
Arabica,juan luis alvarado romero,Guatemala,san marcos,250,1 kg,Asociacion Nacional Del Café,"March 26th, 2012",Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,7.17,82.0,0.11,0,Green,3,448.25716800000004,Baja (Arabica)
Arabica,nucoffee,Brazil,south of minas,53,60 kg,NUCOFFEE,"February 17th, 2012",Mundo Novo,Semi-Washed / Semi-Pulped,7.58,7.5,7.17,7.5,7.5,7.42,7.33,82.0,0.12,0,Green,2,950.0,Baja (Arabica)
Arabica,felipe isaza,Guatemala,oriente,250,2 kg,Specialty Coffee Association,"February 1st, 2012",Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,7.42,82.0,0.0,0,Green,10,427.353984,Baja (Arabica)
Arabica,racafe & cia s.c.a,Colombia,huila,150,70 kg,Almacafé,"July 29th, 2011",Caturra,Washed / Wet,7.33,7.0,7.08,7.42,7.5,7.67,8.0,82.0,0.07,0,Green,2,1775.0,Alta (Arabica)
Arabica,juan luis alvarado romero,Guatemala,oriente,25,69 kg,Asociacion Nacional Del Café,"August 22nd, 2017",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,7.58,81.92,0.1,0,Green,1,1901.0,Premium (Arabica)
Arabica,juan luis alvarado romero,Guatemala,santa rosa,50,69 kg,Asociacion Nacional Del Café,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,7.42,81.92,0.11,0,Green,0,371.61216,Baja (Arabica)
Arabica,bismarck castro,Honduras,comayagua,274,67 kg,Instituto Hondureño del Café,"June 1st, 2017",Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,7.33,81.92,0.12,0,Green,1,1400.0,Media (Arabica)
